row_id,order_id,product_id,sales,profit
168,11972,112,90829.75,19885.86
169,14329,101,1286.24,497.37
170,11790,121,1008.12,217.97
171,11390,109,5318.83,741.49
172,17267,102,25738.88,8628.9
173,16701,101,104.12,25.73
174,14710,121,173.91,4.55
175,19378,113,201.16,-13.01
176,18615,124,182048.23,52224.73
177,11711,105,1795.35,265.89
178,11175,120,966.18,411.47
179,18506,109,852.55,248.22
180,19038,121,75789.04,2237.81
181,11413,101,1410.7,251.58
182,13944,122,262.73,71.47
183,11773,111,73967.26,31863.16
184,12253,120,139143.46,13732.46
185,10129,115,560.27,249.87
186,11756,102,548.93,195.75
187,12045,108,24973.28,1021.19
188,13229,102,3336.76,393.54
189,13959,104,736.7,-50.42
190,11476,116,6517.05,494.01
191,17737,107,501.82,76.46
192,19371,115,34545.26,14911.02
193,11511,118,1896.97,368.63
194,10112,117,2893.88,754.94
195,14755,105,301.39,111.54
196,14495,105,163.07,34.48
197,18690,102,332.88,45.16
198,13325,118,75922.34,14943.95
199,18136,113,1209.36,10.01
200,16042,103,39662.66,9966.4
201,19184,113,3396.72,6.49
202,11603,124,927.26,82.52
203,13690,103,73050.48,22973.0
204,13124,102,553.02,149.75
205,11551,105,8796.14,3616.3
206,13993,118,6944.74,1139.0
207,19291,109,29912.33,1010.51
208,13192,105,4377.63,342.89
209,19225,103,3945.9,368.24
210,17551,102,1844.8,203.54
211,13098,109,651.16,30.4
212,13873,102,113.33,40.77
213,19333,113,503.11,-42.51
214,13746,103,126436.46,-10709.56
215,15082,105,5958.72,1199.95
216,11499,119,13174.69,3362.89
217,15887,122,17317.45,3511.65
218,16737,113,350.81,35.33
219,11345,124,187.24,31.07
220,19087,111,1678.22,320.77
221,15021,105,526.38,17.63
222,13485,122,28323.28,4855.6
223,11853,105,3930.03,1044.67
224,17587,120,268.91,8.29
225,18112,104,745.54,173.65
226,13513,109,13046.98,31.88
227,10917,107,1485.64,662.14
228,10293,105,612.81,170.47
229,12560,106,5060.05,51.36
230,15232,120,1857.35,568.82
231,13346,119,1569.35,701.37
232,11857,104,1193.4,267.98
233,16763,106,677.81,98.67
234,19024,103,117535.49,-4194.47
235,10031,120,136998.38,38994.49
236,17151,108,32084.55,-2703.75
237,17891,112,5357.44,1871.93
238,13982,110,23858.41,5596.37
239,12275,121,40906.6,10694.06
240,18288,122,1558.38,415.18
241,17577,105,981.79,194.27
242,14490,110,40036.15,10907.32
243,14727,109,661.67,265.51
244,13606,121,20177.23,-235.24
245,17038,102,5790.33,690.44
246,18565,101,2911.18,856.95
247,17098,107,605.43,132.01
248,12252,109,22588.93,8111.61
249,10058,110,9593.74,2757.79
250,15747,112,1469.81,89.1
251,14522,124,4395.49,-357.87
252,17804,109,1179.16,131.24
253,18697,106,14101.34,5318.31
254,15963,104,119149.59,3711.79
255,10676,101,2249.71,-218.38
256,13029,117,4093.66,186.93
257,18691,123,230.95,86.44
258,15573,102,2371.61,321.38
259,11004,116,2771.91,-151.53
260,18721,114,89905.16,-1405.81
261,16271,109,49750.15,19423.03
262,18265,105,693.31,204.28
263,19200,115,2360.3,809.17
264,14122,123,33619.01,2718.79
265,17240,103,123730.41,43042.62
266,18137,105,2200.38,935.27
267,18037,101,1264.51,92.29
268,13493,109,3867.78,716.31
269,16745,108,147.21,65.32
270,18981,124,160110.81,12986.0
271,13919,122,5591.78,787.39
272,16291,103,20335.67,449.34
273,19480,125,8807.96,746.0
274,18302,121,932.35,129.1
275,16280,101,1449.62,543.94
276,14092,105,1015.4,370.83
277,11173,123,11013.08,1613.34
278,11533,125,1833.39,-79.27
279,17847,101,54834.4,20969.65
280,14023,102,1306.79,416.3
281,10005,112,53553.79,4712.06
282,11113,123,5989.42,1643.68
283,15023,105,800.72,-31.02
284,14563,125,92692.52,15017.86
285,10125,105,1423.67,105.22
286,14628,101,651.76,245.83
287,19395,119,2989.49,-178.61
288,18299,109,7733.24,3002.41
289,11683,122,1094.95,1.19
290,11670,105,1857.57,16.75
291,14888,118,920.06,264.42
292,16376,101,3887.07,411.18
293,14033,102,1301.32,493.88
294,12548,105,4327.05,58.47
295,17608,105,129.85,47.37
296,10739,111,101956.3,16482.13
297,14091,101,116703.24,25603.38
298,17303,102,511.15,148.6
299,12337,111,1376.77,480.95
300,11293,102,7851.63,2540.59
301,12711,106,217.47,90.59
302,17244,101,1000.06,158.63
303,18460,120,117110.88,32861.69
304,13742,103,7019.19,2785.74
305,16846,109,19421.64,8390.88
306,13906,101,1631.49,482.18
307,14120,113,518.1,21.04
308,17663,117,281.71,47.68
309,14712,118,988.24,-14.26
310,12926,110,30646.05,-1277.64
311,10446,104,2208.09,186.05
312,11688,124,30503.68,5342.96
313,11066,120,125.5,52.92
314,10436,109,83947.56,13207.45
315,13207,108,1598.18,227.46
316,12703,103,23980.85,1941.57
317,10059,102,2163.84,668.97
318,17396,101,4018.41,2.4
319,15346,108,4807.9,1505.32
320,10654,125,157.37,-15.58
321,13647,108,129.94,52.42
322,14019,101,4278.55,-365.87
323,19321,105,169.25,30.8
324,10229,112,2073.4,135.18
325,10346,102,571.97,81.33
326,10572,119,1846.95,189.38
327,19446,117,444.72,42.96
328,11659,108,2444.35,780.45
329,19834,105,1250.68,-32.62
330,15544,101,3148.52,389.02
331,11749,116,1597.39,312.47
332,12673,108,2850.77,1272.79
333,13065,123,9008.0,1789.55
334,12386,108,1931.82,577.82
335,15839,105,5906.48,1248.41
336,13740,116,433.19,17.48
337,16683,125,26569.24,6496.92
338,14244,108,33950.62,13134.62
339,10127,106,638.2,-63.1
340,11323,102,3734.45,540.13
341,19381,102,2547.34,-210.13
342,18889,120,2902.82,-63.72
343,17320,125,4021.88,1046.21
344,12603,110,33460.72,11966.45
345,11751,105,6214.2,23.17
346,13107,110,21428.88,-1450.63
347,17052,121,1530.54,323.43
348,14238,103,5369.95,-260.6
349,12436,107,1170.57,-1.75
350,11354,108,19664.95,2879.01
351,14879,105,108.38,4.53
352,10386,109,25283.89,9762.33
353,13132,119,12374.93,4693.02
354,13108,105,668.29,205.25
355,19951,102,641.89,78.25
356,12801,119,23426.48,8528.45
357,10864,108,3950.59,545.44
358,16274,124,10858.64,2100.29
359,12296,101,362.08,97.9
360,16178,106,2056.48,776.22
361,11344,108,8414.78,-383.19
362,14113,123,5955.63,-517.11
363,12188,118,417.89,155.43
364,12147,119,103755.93,20628.92
365,15276,105,6050.8,960.47
366,16597,105,51801.11,7018.63
367,17082,105,6630.8,-639.08
368,11111,108,3687.29,771.48
369,19677,118,42595.9,7770.62
370,10857,103,16230.71,3129.76
371,10311,109,1641.24,-34.4
372,19880,109,1669.22,429.06
373,13057,103,51139.4,6859.35
374,16588,109,2745.8,499.82
375,19426,120,45345.05,2963.43
376,19886,113,1281.45,259.46
377,11730,105,32305.23,4697.72
378,13517,109,1834.45,642.62
379,15714,122,3451.53,1318.05
380,19531,105,23872.21,10145.84
381,10256,101,327.62,-24.59
382,16279,105,7593.86,790.16
383,15828,115,1186.36,-106.15
384,13396,102,631.18,-58.77
385,17748,117,1660.26,247.77
386,16053,118,5367.42,-531.61
387,15307,102,3175.8,1310.99
388,19779,105,2634.49,-111.62
389,10164,101,4390.55,706.84
390,11077,102,30012.58,10328.63
391,17792,124,22139.96,6785.93
392,12043,101,8311.74,-315.98
393,15326,109,1885.86,840.22
394,16482,101,2809.51,123.38
395,19450,102,4211.62,689.79
396,13778,102,3355.82,-203.52
397,19234,105,276.51,17.67
398,19424,105,21132.25,4045.01
399,13003,108,13158.7,644.32
400,15707,101,179.86,-11.25
401,10606,121,73142.34,-5558.44
402,16379,117,2345.41,901.54
403,11444,112,17512.49,7332.51
404,14708,105,12123.71,2122.83
405,19503,119,8031.6,3574.7
406,10969,116,112.68,14.22
407,16158,113,6799.05,2531.01
408,18650,102,2025.45,589.58
409,14080,119,15900.35,6132.17
410,17029,102,3459.33,516.4
411,10125,105,4168.28,880.21
412,15830,103,2168.76,699.86
413,11258,103,2733.66,207.95
414,10658,103,4390.03,823.86
415,19784,102,8395.27,-582.53
416,18299,103,6178.09,-442.16
417,15845,124,387.42,25.41
418,14220,108,15814.56,-787.9
419,14500,108,1203.8,380.54
420,11428,108,5073.09,2261.6
421,18799,124,47579.62,18418.7
422,15250,110,16167.54,3686.14
423,12343,120,13179.01,1649.04
424,16889,117,338.76,62.73
425,18692,111,4500.16,80.04
426,16750,105,387.94,103.58
427,19893,107,1571.64,-112.98
428,18495,121,2053.8,357.57
429,13694,110,9197.96,-235.99
430,17579,112,5589.81,985.59
431,15944,108,4268.86,1523.52
432,18138,123,46892.56,16879.46
433,14246,114,1766.43,287.98
434,12559,116,874.04,20.25
435,15656,123,98971.49,-6998.05
436,13784,103,4325.63,1059.5
437,17615,101,2011.76,865.72
438,13373,123,658.65,19.8
439,14624,115,1960.34,830.35
440,10209,119,10536.03,3151.95
441,17850,102,1991.38,210.64
442,19073,101,2874.34,1236.59
443,10573,104,965.21,430.61
444,17815,119,8189.63,-182.48
445,17723,109,580.18,169.81
446,16788,108,2199.78,843.83
447,13833,120,4897.05,411.13
448,19545,122,6055.55,968.35
449,14107,108,1271.34,479.16
450,10207,105,2798.42,435.35
451,19702,102,558.26,155.34
452,10501,111,13804.85,4105.8
453,14876,109,22067.52,121.79
454,18644,112,1454.18,-20.8
455,13022,108,37868.16,7236.07
456,10429,102,3818.39,496.17
457,18157,103,5853.83,350.22
458,11023,119,1789.04,101.63
459,16049,120,59809.3,16233.13
460,17476,122,3627.4,390.82
461,14364,118,4310.63,1889.32
462,17439,113,1216.57,-1.82
463,13524,109,22126.8,-635.78
464,16889,105,244.75,69.92
465,15640,116,596.67,-29.89
466,14031,109,77650.17,-7024.65
467,18005,105,9946.3,3629.17
468,10742,121,1248.53,557.65
469,11956,108,8601.74,1645.38
470,16859,114,666.67,119.77
471,17873,102,2883.5,-210.2
472,12262,101,8556.62,3820.1
473,19933,102,1439.78,166.89
474,14025,105,314.44,7.37
475,13223,106,972.28,47.16
476,16416,119,4684.75,679.42
477,17718,110,133942.93,46135.53
478,10007,102,745.3,33.69
479,15436,119,5698.09,1569.37
480,13445,105,1441.73,609.94
481,12302,124,6800.56,1788.14
482,15857,120,167636.56,45555.58
483,10855,101,8181.85,937.29
484,15397,119,119158.99,1932.5
485,14202,103,3361.02,457.74
486,19039,101,2116.8,205.81
487,18081,124,11974.19,1893.5
488,11596,119,32140.48,8958.38
489,11653,112,5933.26,703.43
490,19898,114,2813.9,48.38
491,14640,103,1217.01,384.48
492,18194,102,4949.34,340.32
493,13373,125,1171.02,115.74
494,11996,124,58623.58,18238.52
495,15194,109,101.05,1.55
496,13716,112,9023.48,2764.28
497,18977,117,7371.56,538.78
498,18307,102,109942.08,18878.62
499,17714,117,120229.4,-6438.71
500,10500,123,673.21,215.3
501,14847,101,472.79,13.05
502,16403,118,262.81,52.05
503,18705,101,933.68,235.37
504,12837,102,203.39,4.49
505,16901,105,637.14,116.62
506,15703,109,125527.93,55736.33
507,13898,105,4596.85,1971.59
508,18383,125,210.62,-1.5
509,12387,124,24668.54,2156.33
510,14334,120,744.12,96.52
511,16980,119,10468.66,3357.28
512,19159,108,8808.88,1566.27
513,14511,109,5775.31,493.49
514,18212,105,4783.62,1335.14
515,18901,124,97753.72,20859.14
516,16094,105,58840.88,-253.3
517,10709,109,133213.34,44587.42
518,10989,105,433.86,142.54
519,17932,117,4053.32,1233.68
520,12387,109,69761.84,19586.85
521,12971,102,4056.07,-174.23
522,14202,105,1569.46,-103.08
523,17194,105,8069.13,-85.68
524,10005,108,15081.53,1482.0
525,18553,118,198.41,61.63
526,13271,105,119872.91,46433.06
527,12017,105,158.32,16.26
528,16415,108,63766.83,23053.03
529,15395,109,7106.23,255.8
530,10826,120,26799.42,-888.0
531,14587,105,561.39,231.33
532,18347,105,503.14,70.99
533,14396,101,578.23,43.62
534,15926,120,8062.87,1041.66
535,19025,102,4778.8,1062.58
536,14025,106,1269.25,124.15
537,12104,101,4209.44,1086.44
538,14590,101,4470.05,1670.96
539,19061,118,149.55,49.57
540,11453,119,7324.15,-51.59
541,17847,110,26696.7,2032.02
542,10214,105,2716.26,760.55
543,18719,105,4622.78,30.57
544,18801,103,59603.36,7573.01
545,10441,103,19548.46,-1346.56
546,19268,120,74752.18,11869.95
547,12169,105,516.63,11.47
548,10517,108,145691.81,23656.13
549,12579,117,1152.31,-17.3
550,17970,102,225.37,25.83
551,10424,107,42865.89,1576.0
552,10782,104,1632.35,650.0
553,12517,118,5108.31,1260.1
554,14597,102,1366.51,-45.17
555,19538,116,3041.99,167.9
556,13026,104,778.14,285.77
557,13130,112,707.06,-6.27
558,19381,105,355.57,134.46
559,11156,101,652.7,83.13
560,17679,111,6792.03,1956.29
561,13509,102,502.94,-36.91
562,12791,103,979.95,219.17
563,11150,101,997.21,394.68
564,17095,119,63308.28,6768.94
565,13551,102,826.85,-44.07
566,18254,102,2393.66,328.72
567,16065,124,112679.48,20320.13
568,19945,101,123.76,-1.76
569,17393,111,9393.08,2310.51
570,14275,105,336.79,122.49
571,16644,109,105672.56,28708.16
572,15428,119,4899.29,2138.66
573,19226,113,104.75,39.31
574,10618,108,331.09,106.61
575,12261,119,130955.59,16777.9
576,14941,101,2640.33,471.81
577,12006,103,57327.01,22716.59
578,17021,111,3789.92,859.18
579,19679,102,335.76,124.64
580,17470,103,720.28,215.74
581,19474,105,2526.54,1065.83
582,14258,102,171.04,64.25
583,12916,102,2733.38,608.45
584,19232,102,23770.65,697.87
585,16211,108,14649.94,5245.81
586,19685,101,728.22,270.75
587,12106,110,162.86,62.57
588,17370,122,944.33,25.79
589,16039,121,1674.8,588.55
590,12183,116,22855.83,1994.37
591,11389,105,156.68,-8.69
592,12773,105,6228.84,38.53
593,16785,101,1574.5,102.36
594,18875,124,20451.91,1452.9
595,11038,123,1898.72,202.46
596,14234,102,3341.97,548.52
597,10666,114,4434.43,466.99
598,17007,109,2696.44,713.21
599,16891,116,7213.5,1307.79
600,16646,118,516.34,-17.28
601,14341,101,823.84,228.2
602,16839,104,61676.84,11268.71
603,16558,109,175744.17,31857.02
604,17930,102,102.81,10.97
605,15319,109,1554.71,348.4
606,13999,105,216.98,-14.96
607,17328,101,625.16,-46.5
608,12326,110,39794.43,13010.93
609,19065,115,297.63,66.65
610,19408,123,181620.82,14866.04
611,12081,101,4764.11,1215.4
612,13599,110,4632.85,426.62
613,19451,105,743.33,122.99
614,17948,119,22007.66,9776.79
615,13964,102,1243.29,417.22
616,13097,109,6915.06,1602.12
617,13171,102,4191.62,-303.45
618,10601,110,8350.19,1563.25
619,17133,119,1378.47,457.09
620,17759,111,448.29,178.22
621,18070,123,11888.95,3129.38
622,16947,101,855.98,72.56
623,13076,105,3149.9,1203.73
624,16367,101,1565.6,611.05
625,18967,109,2246.51,833.75
626,19811,113,1943.07,99.23
627,17093,111,100893.6,9171.44
628,16811,123,417.75,61.77
629,15441,102,449.26,52.6
630,11120,103,9918.96,-479.24
631,12320,121,164.47,35.34
632,18936,103,197.46,47.29
633,12088,108,9230.64,3709.74
634,15228,119,1272.58,382.37
635,17331,103,64677.31,21773.69
636,10474,103,122.9,1.4
637,15882,101,6129.03,486.61
638,12499,125,577.45,176.1
639,12354,108,9688.02,4042.49
640,15031,101,662.16,148.51
641,19488,121,260.73,0.2
642,14225,124,8914.62,3503.8
643,15352,104,4147.3,333.97
644,11052,106,381.09,-37.23
645,13552,102,7285.88,358.69
646,14621,105,1840.24,292.95
647,19296,109,9822.16,3615.33
648,16269,104,3281.21,978.77
649,14539,105,45744.55,8313.55
650,17378,102,2638.32,-206.81
651,12599,110,33601.65,11808.42
652,14503,107,1456.3,64.71
653,13723,108,280.0,94.17
654,10866,116,112114.87,19175.02
655,15314,101,6055.75,410.21
656,11480,121,17367.38,518.13
657,19641,121,30364.03,1342.78
658,15693,125,817.56,39.02
659,14443,105,794.01,25.25
660,16348,109,1116.56,359.32
661,11949,101,307.26,3.31
662,12486,109,1087.21,29.2
663,10098,107,2132.05,655.11
664,15874,109,6678.34,-371.98
665,13319,117,288.45,49.22
666,12865,101,5030.28,-423.23
667,14230,108,111411.18,5184.51
668,15225,118,3253.58,1216.1
669,17915,105,3696.83,922.63
670,16496,122,425.15,-0.06
671,15089,101,3469.03,1183.08
672,13912,101,594.94,-31.6
673,18062,101,489.79,189.86
674,17595,102,1150.72,138.37
675,16819,101,823.87,-52.47
676,11832,112,1399.91,523.25
677,10396,107,1106.4,222.36
678,13817,119,20180.03,2041.29
679,12648,109,53063.97,-3886.78
680,18541,101,482.69,88.52
681,13972,102,511.07,188.23
682,18646,125,1813.18,285.99
683,12904,118,112424.06,34705.65
684,17957,122,4413.42,1925.79
685,11282,110,9811.58,461.5
686,11348,105,597.4,-24.93
687,10766,119,6863.24,860.56
688,14729,105,954.09,312.86
689,19650,105,4613.87,1544.01
690,17746,105,6772.82,673.1
691,19305,112,101.75,40.54
692,10557,101,1199.25,524.78
693,12485,108,2931.27,918.04
694,13277,109,679.79,276.03
695,12704,101,471.79,148.11
696,16267,101,2580.35,1123.62
697,18735,117,127.39,47.1
698,10755,101,6890.42,-502.14
699,13051,109,49280.75,6453.22
700,16299,101,626.89,238.86
701,11845,121,5615.0,2061.18
702,16769,103,26051.85,11276.48
703,12805,105,8721.83,318.86
704,17372,114,668.34,-9.25
705,11690,103,760.37,340.27
706,17682,103,623.52,111.51
707,14124,101,2725.54,987.61
708,12707,121,1689.47,716.07
709,19057,105,144.9,45.44
710,12958,102,1556.33,-17.92
711,16524,117,2380.4,454.97
712,16467,104,280.98,26.34
713,16184,102,144647.14,3721.66
714,18940,124,17635.27,5867.29
715,18021,108,4823.62,1801.6
716,11766,108,45349.37,-1324.13
717,11603,102,1211.53,-83.42
718,12198,105,551.11,-21.67
719,13157,101,1155.29,200.12
720,18127,122,88307.14,-2747.54
721,12640,102,10211.58,-141.14
722,16564,117,819.2,275.22
723,11920,119,7798.23,749.45
724,12396,122,9605.17,1866.42
725,13813,120,3079.2,849.88
726,11169,117,2652.45,617.44
727,10395,114,689.41,253.25
728,16967,107,160.2,-1.92
729,12112,109,56241.43,3487.8
730,18409,104,56923.77,-5055.58
731,18577,105,539.65,64.59
732,18825,105,609.65,216.02
733,11679,114,10728.01,712.98
734,17003,119,2578.27,887.49
735,12853,120,859.93,-69.19
736,15738,101,556.39,207.2
737,17616,121,133264.91,48373.14
738,16086,112,4773.88,487.23
739,10165,107,828.84,350.98
740,16672,103,3049.46,679.84
741,14972,101,1322.94,395.6
742,17290,101,420.71,143.54
743,12045,117,12180.06,4478.48
744,15718,106,993.88,219.73
745,15086,112,5058.35,600.28
746,16533,106,1686.38,589.99
747,15772,125,2064.72,806.85
748,14432,123,42332.57,17064.62
749,16838,111,134669.35,14149.16
750,11955,114,1165.08,437.7
751,18057,122,33800.53,5195.43
752,13914,115,10732.04,2852.6
753,19370,102,4682.45,-269.78
754,13094,105,513.09,160.53
755,12808,102,567.39,202.22
756,19015,105,11662.23,4789.91
757,13810,103,10269.5,425.71
758,19146,112,56789.95,15110.72
759,14462,113,518.57,97.72
760,19727,119,3847.46,599.75
761,10089,124,10236.8,3109.68
762,13740,115,920.98,296.24
763,10417,102,526.67,-37.23
764,16632,101,17779.37,-749.25
765,15998,113,1635.81,410.4
766,19315,120,43060.14,17708.63
767,14751,102,346.14,135.33
768,10028,117,3116.86,66.69
769,11928,101,1033.6,98.2
770,13967,105,410.96,129.74
771,14192,101,3497.33,-83.24
772,11692,120,126168.5,34070.35
773,14187,123,892.87,213.16
774,17827,121,17796.43,3521.6
775,12524,109,6683.26,1853.1
776,10547,105,18006.37,482.27
777,17181,116,3149.23,290.53
778,18844,105,388.94,70.24
779,10809,101,30074.31,3483.24
780,12125,109,6173.93,1234.57
781,18972,119,117132.37,40903.88
782,15881,113,302.57,109.15
783,17594,124,89568.17,36021.32
784,14399,103,121974.82,4012.31
785,16765,111,19189.16,7951.99
786,18664,110,3329.34,-20.52
787,12319,103,96641.32,-2909.3
788,16123,105,5493.82,1894.36
789,19019,109,123071.8,14608.26
790,14880,103,163.66,-7.41
791,10507,109,2550.2,-33.44
792,17390,125,1171.36,492.87
793,11190,101,2078.58,-148.72
794,16051,120,34810.31,67.28
795,14232,106,2848.87,938.48
796,11197,102,368.12,121.37
797,11027,108,43321.08,15934.41
798,13585,115,3377.73,1426.09
799,15056,117,713.66,4.91
800,17540,119,904.11,376.2
801,18198,118,258.21,114.14
802,17609,106,58417.86,24722.82
803,11467,101,378.37,-18.51
804,19080,102,2183.54,749.87
805,13484,117,2344.32,-131.41
806,19544,121,1236.59,549.24
807,19466,104,3616.49,-249.35
808,12370,125,929.4,175.32
809,11757,103,10698.16,2244.42
810,14603,108,111747.86,956.82
811,19338,110,770.98,81.71
812,18362,103,3142.33,823.37
813,12342,105,2023.02,779.65
814,14003,107,4364.89,992.33
815,16728,101,1940.54,765.98
816,18714,114,1557.01,469.96
817,10976,120,1914.41,857.03
818,14476,114,1067.81,452.01
819,16480,102,1434.57,240.15
820,12514,109,208.1,2.05
821,13179,105,2077.88,927.22
822,19187,118,124.67,48.87
823,10370,105,1444.97,153.85
824,14645,117,483.02,191.67
825,12972,105,372.01,87.88
826,19504,122,8588.27,-333.05
827,15436,102,13587.37,313.78
828,17276,101,632.12,-40.54
829,14059,114,2219.91,848.39
830,11259,110,4607.42,451.76
831,17308,114,893.19,-9.64
832,17281,102,700.98,-11.56
833,19471,103,290.91,22.22
834,16406,113,586.62,-42.4
835,19202,109,2240.87,83.51
836,18770,122,177098.39,8784.37
837,12242,105,246.43,80.2
838,12099,109,21660.04,3677.68
839,18580,117,2955.61,382.23
840,15881,116,517.53,27.32
841,19676,105,660.32,-54.2
842,11143,102,573.81,114.51
843,10371,111,92493.56,8126.82
844,19081,123,11732.44,3697.33
845,12258,124,961.4,20.32
846,11518,125,378.53,-33.47
847,15155,114,3601.87,77.64
848,18312,113,152.79,21.57
849,17187,121,20508.15,2337.71
850,10587,103,26346.4,3900.97
851,16841,122,178544.53,63820.55
852,12111,103,9099.52,574.88
853,11269,101,2930.37,767.66
854,18868,103,506.4,164.08
855,11340,101,813.23,94.65
856,13479,101,2305.9,624.12
857,14176,101,219.0,81.63
858,16300,119,934.86,-20.29
859,16718,105,3926.71,1192.7
860,16948,102,8609.06,2587.96
861,18912,106,3889.51,-215.82
