order_id,customer_id,salesperson_id,place_id,order_date,shipping_date
10075,340,340,238,2023-02-08,2023-02-12
10076,168,301,419,2022-03-11,2022-03-17
10077,401,325,201,2022-10-05,2022-10-08
10078,178,348,287,2020-01-24,2020-01-25
10079,616,330,227,2021-02-23,2021-03-04
10080,623,313,333,2025-03-19,2025-03-25
10081,947,316,374,2021-06-12,2021-06-22
10082,669,303,286,2021-02-25,2021-03-03
10083,359,335,322,2023-02-02,2023-02-03
10084,312,320,471,2023-10-02,2023-10-06
10085,137,335,363,2024-06-22,2024-06-27
10086,690,328,218,2021-01-31,2021-02-09
10087,736,317,305,2022-04-05,2022-04-06
10088,111,304,214,2025-09-06,2025-09-14
10089,738,339,494,2020-10-22,2020-11-01
10090,884,303,226,2023-02-06,2023-02-10
10091,338,334,286,2024-11-05,2024-11-06
10092,690,328,242,2024-09-24,2024-09-30
10093,247,342,451,2025-07-20,2025-07-22
10094,39,349,300,2022-07-18,2022-07-25
10095,216,304,355,2025-03-14,2025-03-24
10096,868,334,248,2025-06-16,2025-06-20
10097,664,314,470,2020-09-14,2020-09-18
10098,600,309,298,2025-04-28,2025-05-02
10099,470,339,446,2025-02-24,2025-03-01
10100,631,329,380,2020-04-07,2020-04-17
10101,30,343,456,2025-10-01,2025-10-11
10102,784,306,407,2021-09-19,2021-09-22
10103,394,324,456,2020-10-01,2020-10-08
10104,784,306,407,2023-02-08,2023-02-15
10105,514,335,396,2024-08-29,2024-09-04
10106,112,335,249,2020-07-11,2020-07-21
10107,472,328,218,2020-10-10,2020-10-13
10108,110,315,306,2024-10-01,2024-10-06
10109,53,321,395,2020-07-21,2020-07-30
10110,557,334,485,2020-05-03,2020-05-13
10111,31,344,489,2022-10-11,2022-10-21
10112,826,302,481,2021-04-03,2021-04-05
10113,438,336,373,2022-01-26,2022-02-03
10114,347,350,465,2021-12-08,2021-12-11
10115,130,347,454,2020-01-08,2020-01-11
10116,772,314,316,2021-03-17,2021-03-21
10117,299,328,403,2023-12-17,2023-12-27
10118,350,308,424,2022-11-06,2022-11-10
10119,460,338,479,2025-06-18,2025-06-23
10120,541,316,238,2020-01-12,2020-01-19
10121,479,317,296,2020-07-20,2020-07-29
10122,737,301,419,2020-09-27,2020-10-03
10123,701,337,436,2020-10-24,2020-10-26
10124,269,343,263,2024-03-01,2024-03-07
10125,324,326,384,2023-05-16,2023-05-24
10126,411,339,459,2024-05-18,2024-05-27
10127,748,314,252,2021-11-26,2021-11-28
10128,984,318,474,2021-03-08,2021-03-11
10129,707,341,450,2022-07-21,2022-07-24
10130,488,319,307,2024-11-19,2024-11-22
10131,467,301,243,2021-09-09,2021-09-14
10132,728,326,484,2022-09-23,2022-09-29
10133,821,303,222,2025-04-15,2025-04-18
10134,434,347,302,2025-07-31,2025-08-10
10135,738,310,207,2025-08-25,2025-08-27
10136,548,342,299,2024-04-07,2024-04-13
10137,770,312,370,2020-04-13,2020-04-14
10138,851,329,397,2021-07-26,2021-07-31
10139,999,342,217,2022-10-07,2022-10-09
10140,921,348,382,2023-12-07,2023-12-12
10141,887,338,410,2021-06-23,2021-06-25
10142,37,339,424,2025-01-29,2025-02-07
10143,668,311,392,2024-04-21,2024-04-22
10144,527,317,459,2021-02-10,2021-02-13
10145,617,349,337,2022-06-07,2022-06-16
10146,389,335,455,2022-03-14,2022-03-19
10147,963,345,258,2023-02-07,2023-02-11
10148,733,341,457,2021-08-31,2021-09-10
10149,983,320,383,2025-02-08,2025-02-13
10150,274,325,381,2021-10-10,2021-10-19
10151,793,348,339,2021-07-25,2021-08-04
10152,129,350,476,2021-10-01,2021-10-05
10153,157,313,219,2024-11-20,2024-11-22
10154,290,302,387,2020-03-30,2020-04-07
10155,979,322,322,2022-05-23,2022-05-24
10156,260,334,327,2023-02-10,2023-02-19
10157,317,324,246,2020-02-27,2020-03-01
10158,954,313,219,2021-06-20,2021-06-23
10159,456,341,384,2025-01-22,2025-01-24
10160,303,321,338,2020-12-29,2021-01-02
10161,457,330,334,2024-09-06,2024-09-08
10162,290,329,262,2024-07-24,2024-07-27
10163,720,314,369,2021-08-09,2021-08-12
10164,142,329,252,2023-12-16,2023-12-21
10165,837,311,317,2022-07-16,2022-07-26
10166,589,318,414,2025-02-17,2025-02-20
10167,849,308,347,2021-05-16,2021-05-26
10168,446,325,374,2023-07-27,2023-08-05
10169,110,335,408,2024-05-04,2024-05-14
10170,152,341,482,2022-06-12,2022-06-14
10171,122,310,494,2022-06-05,2022-06-09
10172,436,322,450,2020-07-02,2020-07-09
10173,385,304,473,2024-04-17,2024-04-18
10174,975,324,307,2021-08-01,2021-08-07
10175,680,303,328,2025-08-06,2025-08-15
10176,452,335,245,2020-09-09,2020-09-13
10177,24,315,473,2020-12-24,2020-12-30
10178,330,304,306,2025-02-08,2025-02-14
10179,612,343,394,2021-02-24,2021-03-02
10180,431,317,413,2022-09-23,2022-09-27
10181,498,312,283,2020-02-02,2020-02-12
10182,51,316,330,2021-11-16,2021-11-24
10183,414,321,240,2022-02-14,2022-02-16
10184,919,316,297,2024-07-07,2024-07-17
10185,832,319,460,2023-07-28,2023-08-07
10186,951,325,326,2020-06-26,2020-07-02
10187,276,339,230,2022-04-06,2022-04-15
10188,101,319,355,2024-03-16,2024-03-25
10189,815,325,227,2022-09-04,2022-09-08
10190,168,316,374,2020-02-22,2020-02-25
10191,48,347,390,2025-08-19,2025-08-28
10192,32,346,453,2023-05-26,2023-06-05
10193,966,319,306,2021-12-30,2022-01-09
10194,961,314,262,2024-09-16,2024-09-17
10195,94,344,400,2020-01-28,2020-02-04
10196,662,336,412,2019-11-18,2019-11-19
10197,639,303,312,2024-02-04,2024-02-05
10198,472,336,288,2023-01-13,2023-01-23
10199,363,326,213,2024-06-03,2024-06-08
10200,212,323,415,2020-12-23,2021-01-01
10201,260,341,366,2024-04-06,2024-04-08
10202,482,342,471,2023-08-31,2023-09-02
10203,872,313,327,2024-08-10,2024-08-12
10204,524,343,307,2020-11-06,2020-11-09
10205,367,345,416,2025-03-03,2025-03-13
10206,51,347,487,2024-02-22,2024-02-25
10207,465,345,258,2022-02-11,2022-02-12
10208,372,315,473,2024-05-06,2024-05-16
10209,202,325,240,2021-08-06,2021-08-15
10210,116,310,239,2024-09-02,2024-09-11
10211,884,331,479,2023-08-20,2023-08-25
10212,424,323,458,2021-12-30,2022-01-02
10213,660,303,215,2020-09-30,2020-10-04
10214,408,330,277,2023-12-15,2023-12-17
10215,912,310,446,2020-03-22,2020-03-24
10216,816,347,308,2020-08-24,2020-09-01
10217,234,329,227,2021-04-13,2021-04-15
10218,720,310,242,2021-05-02,2021-05-08
10219,483,348,433,2022-05-12,2022-05-15
10220,736,335,362,2020-08-03,2020-08-08
10221,716,342,231,2023-12-12,2023-12-19
10222,289,309,367,2021-02-17,2021-02-27
10223,952,341,495,2025-05-27,2025-05-31
10224,136,320,231,2024-06-16,2024-06-26
10225,446,306,491,2020-06-02,2020-06-07
10226,164,318,474,2023-09-11,2023-09-12
10227,736,301,353,2020-11-21,2020-11-26
10228,901,350,465,2024-11-10,2024-11-14
10229,563,333,218,2022-04-22,2022-04-27
10230,488,329,297,2022-10-30,2022-11-05
10231,700,341,484,2025-05-23,2025-06-02
10232,720,316,423,2022-10-05,2022-10-10
10233,652,311,401,2025-05-21,2025-05-30
10234,558,302,417,2022-03-12,2022-03-13
10235,506,344,225,2022-02-12,2022-02-18
10236,626,343,460,2025-09-28,2025-10-07
10237,951,321,369,2020-12-25,2020-12-31
10238,705,308,296,2021-08-26,2021-09-05
10239,974,313,335,2021-01-27,2021-02-06
10240,789,347,322,2021-11-12,2021-11-13
10241,325,303,215,2023-01-20,2023-01-29
10242,843,306,491,2020-10-18,2020-10-24
10243,212,305,384,2025-01-20,2025-01-24
10244,379,304,394,2024-12-28,2025-01-03
10245,435,338,249,2024-11-30,2024-12-10
10246,930,322,450,2025-03-16,2025-03-18
10247,410,341,487,2025-08-18,2025-08-27
10248,520,336,235,2023-09-28,2023-10-08
10249,196,318,325,2022-02-15,2022-02-23
10250,810,323,255,2022-09-30,2022-10-09
10251,105,310,206,2025-06-19,2025-06-26
10252,792,334,404,2020-12-31,2021-01-10
10253,470,335,281,2024-03-24,2024-03-28
10254,370,312,279,2020-12-26,2021-01-04
10255,222,318,420,2023-05-07,2023-05-11
10256,21,347,322,2022-12-01,2022-12-07
10257,591,303,427,2020-12-09,2020-12-14
10258,254,347,493,2020-05-22,2020-05-23
10259,578,350,465,2021-10-20,2021-10-29
10260,88,335,340,2023-09-11,2023-09-15
10261,369,331,363,2023-07-10,2023-07-12
10262,697,349,294,2025-05-22,2025-05-31
10263,523,315,409,2020-01-29,2020-02-03
10264,643,301,419,2024-11-17,2024-11-23
10265,52,342,271,2023-06-09,2023-06-11
10266,480,331,249,2024-04-21,2024-04-24
10267,93,314,201,2023-12-12,2023-12-13
10268,495,346,334,2021-03-28,2021-03-31
10269,71,330,227,2020-07-10,2020-07-11
10270,344,334,202,2021-03-10,2021-03-20
10271,894,301,442,2023-08-31,2023-09-01
10272,108,321,490,2024-11-15,2024-11-18
10273,874,344,225,2023-02-28,2023-03-04
10274,360,346,397,2021-07-07,2021-07-09
10275,645,329,466,2021-07-01,2021-07-03
10276,24,305,367,2022-12-04,2022-12-12
10277,335,343,310,2025-03-07,2025-03-17
10278,694,336,288,2020-03-09,2020-03-17
10279,511,323,452,2023-12-01,2023-12-07
10280,26,313,477,2023-09-01,2023-09-02
10281,761,326,454,2025-08-30,2025-09-02
10282,354,338,281,2020-10-18,2020-10-27
10283,772,306,491,2022-11-18,2022-11-23
10284,825,315,246,2024-07-04,2024-07-06
10285,566,317,403,2024-11-11,2024-11-13
10286,960,308,317,2022-02-05,2022-02-09
10287,65,305,408,2022-11-03,2022-11-07
10288,937,309,363,2022-01-23,2022-01-29
10289,78,303,485,2022-10-19,2022-10-29
10290,434,340,240,2024-07-10,2024-07-16
10291,596,333,344,2021-11-29,2021-12-08
10292,17,329,280,2023-06-16,2023-06-21
10293,126,320,368,2022-03-24,2022-03-27
10294,401,340,395,2024-07-06,2024-07-14
10295,745,340,466,2021-03-23,2021-03-30
10296,209,313,480,2020-11-23,2020-11-30
10297,849,340,201,2021-03-04,2021-03-12
10298,628,308,401,2020-03-12,2020-03-14
10299,750,331,440,2025-05-31,2025-06-04
10300,311,335,332,2021-10-24,2021-11-02
10301,715,350,418,2023-06-19,2023-06-29
10302,741,339,305,2023-08-18,2023-08-26
10303,231,302,469,2023-01-28,2023-02-06
10304,197,318,228,2023-01-12,2023-01-18
10305,452,335,486,2024-03-26,2024-04-01
10306,902,341,366,2020-07-27,2020-07-30
10307,609,328,209,2023-04-23,2023-05-03
10308,131,324,306,2025-03-23,2025-03-28
10309,276,309,411,2025-06-09,2025-06-10
10310,367,347,455,2023-04-01,2023-04-10
10311,3,321,490,2024-08-13,2024-08-20
10312,787,332,222,2021-09-11,2021-09-13
10313,527,332,202,2020-06-21,2020-06-23
10314,391,341,213,2019-11-29,2019-12-02
10315,101,336,451,2025-09-02,2025-09-07
10316,43,348,251,2022-01-13,2022-01-18
10317,17,332,215,2020-05-05,2020-05-11
10318,905,323,359,2023-04-01,2023-04-11
10319,394,339,207,2024-11-05,2024-11-11
10320,255,347,384,2024-02-14,2024-02-24
10321,529,340,490,2022-10-09,2022-10-15
10322,915,315,307,2023-12-25,2024-01-02
10323,402,314,372,2023-04-05,2023-04-06
10324,246,304,425,2021-08-09,2021-08-15
10325,888,319,409,2024-09-09,2024-09-16
10326,811,335,487,2021-04-03,2021-04-09
10327,708,339,492,2022-11-09,2022-11-17
10328,808,319,394,2021-03-31,2021-04-06
10329,726,332,461,2023-04-23,2023-05-02
10330,652,328,218,2023-07-24,2023-08-03
10331,688,347,308,2023-08-15,2023-08-23
10332,834,339,446,2025-10-15,2025-10-24
10333,547,301,243,2020-06-03,2020-06-09
10334,27,330,301,2021-02-22,2021-02-26
10335,230,305,367,2024-07-27,2024-07-28
10336,825,314,387,2023-06-26,2023-07-03
10337,776,314,252,2023-04-07,2023-04-13
10338,398,346,330,2022-07-04,2022-07-14
10339,422,334,219,2019-12-01,2019-12-05
10340,485,321,220,2020-01-06,2020-01-16
10341,71,341,245,2021-09-12,2021-09-14
10342,203,326,378,2020-10-17,2020-10-26
10343,118,340,316,2021-10-06,2021-10-14
10344,804,325,453,2023-02-15,2023-02-18
10345,810,334,445,2020-09-23,2020-09-29
10346,983,338,410,2022-02-23,2022-02-26
10347,47,333,303,2024-04-19,2024-04-20
10348,280,338,496,2021-02-04,2021-02-12
10349,252,312,203,2025-07-17,2025-07-23
10350,620,346,467,2024-06-12,2024-06-21
10351,928,327,499,2024-12-22,2024-12-23
10352,953,311,305,2021-10-10,2021-10-19
10353,49,350,465,2024-12-28,2025-01-05
10354,683,316,297,2025-04-22,2025-04-23
10355,38,318,491,2021-05-16,2021-05-22
10356,321,346,437,2025-08-29,2025-09-08
10357,80,310,403,2022-03-09,2022-03-12
10358,109,345,343,2024-03-06,2024-03-15
10359,503,328,242,2020-10-01,2020-10-11
10360,670,337,297,2019-12-12,2019-12-18
10361,305,322,281,2020-10-22,2020-10-25
10362,85,332,468,2020-06-05,2020-06-08
10363,573,327,499,2022-10-29,2022-11-08
10364,216,331,245,2021-04-22,2021-04-27
10365,843,302,269,2022-08-06,2022-08-12
10366,113,330,301,2024-01-25,2024-01-28
10367,41,345,275,2022-04-13,2022-04-20
10368,871,333,305,2022-07-31,2022-08-02
10369,249,343,500,2020-07-29,2020-08-08
10370,505,341,472,2023-06-20,2023-06-25
10371,317,305,493,2021-11-18,2021-11-22
10372,990,343,355,2025-10-22,2025-11-01
10373,186,333,303,2021-11-17,2021-11-21
10374,478,322,410,2020-08-16,2020-08-21
10375,545,349,259,2021-05-25,2021-05-31
10376,992,337,313,2025-09-22,2025-09-25
10377,70,328,230,2022-10-14,2022-10-19
10378,979,311,209,2025-07-13,2025-07-17
10379,885,309,362,2022-08-21,2022-08-29
10380,82,310,296,2024-10-08,2024-10-16
10381,263,349,416,2024-02-26,2024-02-27
10382,267,312,389,2020-01-21,2020-01-29
10383,790,325,316,2023-04-22,2023-04-25
10384,945,325,313,2022-09-07,2022-09-15
10385,287,314,265,2022-09-13,2022-09-17
10386,651,301,243,2021-11-13,2021-11-20
10387,298,331,396,2021-08-22,2021-08-28
10388,871,313,221,2020-10-03,2020-10-09
10389,10,327,315,2022-06-14,2022-06-15
10390,165,342,443,2020-05-18,2020-05-28
10391,777,309,396,2025-04-17,2025-04-26
10392,614,316,437,2021-07-31,2021-08-01
10393,829,308,459,2021-07-10,2021-07-16
10394,403,310,303,2025-03-25,2025-03-31
10395,562,348,236,2024-03-26,2024-03-30
10396,502,345,258,2022-10-31,2022-11-04
10397,169,305,285,2020-11-20,2020-11-28
10398,521,335,450,2019-12-16,2019-12-20
10399,255,317,218,2025-04-28,2025-04-29
10400,73,326,281,2024-02-09,2024-02-11
10401,609,330,397,2020-07-14,2020-07-23
10402,523,334,485,2025-07-31,2025-08-10
10403,52,346,316,2021-05-30,2021-06-04
10404,407,301,353,2023-03-03,2023-03-06
10405,271,314,338,2020-10-14,2020-10-21
10406,948,315,306,2025-04-10,2025-04-14
10407,687,342,271,2024-01-06,2024-01-15
10408,597,332,328,2022-08-24,2022-09-03
10409,978,301,357,2024-12-06,2024-12-10
10410,630,342,364,2021-03-24,2021-03-28
10411,328,331,440,2023-08-10,2023-08-16
10412,918,325,227,2021-07-11,2021-07-20
10413,10,317,391,2021-06-02,2021-06-05
10414,76,334,312,2023-11-26,2023-11-30
10415,538,334,393,2022-12-10,2022-12-12
10416,876,306,474,2023-07-18,2023-07-21
10417,437,308,317,2023-09-14,2023-09-16
10418,525,330,437,2020-04-25,2020-04-29
10419,27,304,214,2020-09-26,2020-09-27
10420,283,328,403,2020-03-08,2020-03-16
10421,147,341,366,2020-08-02,2020-08-05
10422,543,337,233,2023-06-19,2023-06-21
10423,650,349,416,2025-02-08,2025-02-15
10424,55,320,235,2023-05-28,2023-06-06
10425,45,307,446,2020-01-27,2020-01-30
10426,256,330,435,2025-01-11,2025-01-13
10427,526,325,313,2025-04-08,2025-04-14
10428,85,335,340,2025-03-12,2025-03-14
10429,922,343,500,2020-12-12,2020-12-22
10430,501,350,358,2020-04-04,2020-04-10
10431,773,334,304,2020-03-31,2020-04-09
10432,608,332,286,2023-10-19,2023-10-25
10433,765,316,422,2022-04-27,2022-05-06
10434,593,301,353,2024-02-10,2024-02-16
10435,275,327,267,2020-04-08,2020-04-12
10436,317,310,344,2023-06-11,2023-06-16
10437,379,349,276,2020-07-29,2020-07-31
10438,340,312,478,2021-02-22,2021-03-04
10439,882,326,434,2023-05-28,2023-06-04
10440,962,320,217,2024-08-28,2024-09-06
10441,452,304,409,2021-08-17,2021-08-18
10442,923,345,300,2023-01-14,2023-01-22
10443,342,329,233,2025-06-15,2025-06-22
10444,200,348,287,2022-10-25,2022-10-31
10445,999,306,284,2024-04-21,2024-05-01
10446,201,303,477,2023-04-07,2023-04-15
10447,968,336,288,2021-08-19,2021-08-20
10448,991,341,362,2020-10-02,2020-10-09
10449,453,346,330,2022-07-02,2022-07-10
10450,484,347,308,2023-07-17,2023-07-21
10451,6,345,342,2024-12-03,2024-12-12
10452,921,324,425,2021-08-14,2021-08-16
10453,169,343,394,2025-02-21,2025-02-26
10454,422,332,441,2025-01-09,2025-01-15
10455,303,322,367,2021-03-28,2021-04-04
10456,465,317,392,2021-08-10,2021-08-15
10457,941,349,295,2022-03-11,2022-03-19
10458,661,338,332,2020-10-14,2020-10-19
10459,285,307,344,2023-11-25,2023-12-03
10460,224,327,315,2024-12-14,2024-12-18
10461,572,319,355,2024-02-12,2024-02-19
10462,236,327,499,2024-05-19,2024-05-24
10463,938,343,456,2021-05-13,2021-05-22
10464,527,348,433,2022-04-20,2022-04-30
10465,251,314,313,2022-11-05,2022-11-06
10466,944,316,453,2025-06-24,2025-06-30
10467,197,344,282,2023-12-01,2023-12-11
10468,138,305,245,2021-01-13,2021-01-22
10469,413,311,234,2020-07-23,2020-07-25
10470,398,320,368,2020-07-27,2020-08-01
10471,659,349,416,2020-10-20,2020-10-25
10472,965,319,310,2023-05-16,2023-05-19
10473,853,313,485,2024-09-01,2024-09-11
10474,444,303,212,2024-07-06,2024-07-12
10475,792,307,230,2024-12-29,2024-12-30
10476,981,312,253,2024-09-29,2024-10-02
10477,378,312,489,2021-03-03,2021-03-08
10478,464,346,334,2022-08-12,2022-08-16
10479,669,308,242,2022-04-19,2022-04-24
10480,166,309,332,2021-01-16,2021-01-24
10481,747,342,483,2024-10-03,2024-10-07
10482,672,322,285,2022-06-06,2022-06-14
10483,160,321,422,2024-03-16,2024-03-25
10484,661,313,445,2021-01-10,2021-01-14
10485,979,317,321,2020-06-26,2020-06-29
10486,512,350,465,2022-06-15,2022-06-24
10487,855,329,417,2022-09-03,2022-09-13
10488,83,324,456,2024-08-12,2024-08-14
10489,789,320,412,2024-03-07,2024-03-10
10490,167,335,487,2025-08-03,2025-08-06
10491,570,337,227,2021-12-03,2021-12-07
10492,957,337,369,2022-04-07,2022-04-14
10493,26,301,406,2023-06-10,2023-06-13
10494,29,309,396,2024-03-24,2024-03-28
10495,572,341,332,2023-11-07,2023-11-12
10496,361,320,223,2024-01-10,2024-01-11
10497,873,320,271,2024-02-21,2024-02-26
10498,679,303,333,2024-09-16,2024-09-18
10499,571,319,355,2023-05-02,2023-05-07
10500,519,302,313,2023-05-01,2023-05-09
10501,904,307,401,2023-12-02,2023-12-12
10502,54,326,434,2022-03-30,2022-04-06
10503,897,302,220,2024-06-07,2024-06-08
10504,86,346,247,2020-06-01,2020-06-11
10505,892,303,304,2020-10-18,2020-10-22
10506,220,334,248,2020-11-14,2020-11-18
10507,661,311,234,2024-11-26,2024-12-05
10508,610,304,460,2020-12-17,2020-12-23
10509,140,337,227,2024-05-09,2024-05-18
10510,660,319,224,2021-08-13,2021-08-15
10511,594,325,297,2023-04-01,2023-04-10
10512,718,333,296,2022-05-24,2022-05-31
10513,955,343,460,2023-11-04,2023-11-06
10514,685,345,342,2022-03-26,2022-03-31
10515,227,318,325,2022-10-05,2022-10-07
10516,607,306,420,2024-10-22,2024-10-31
10517,702,330,436,2022-07-30,2022-08-08
10518,251,318,474,2024-08-26,2024-09-03
10519,113,313,215,2022-08-23,2022-08-25
10520,180,330,220,2022-02-24,2022-03-05
10521,917,336,250,2023-08-20,2023-08-25
10522,190,340,490,2022-03-13,2022-03-20
10523,978,341,484,2021-10-09,2021-10-10
10524,383,319,307,2022-07-01,2022-07-05
10525,377,339,459,2024-03-30,2024-04-07
10526,387,337,326,2023-08-13,2023-08-23
10527,113,329,320,2020-03-29,2020-04-04
10528,895,346,397,2021-02-09,2021-02-11
10529,177,319,306,2020-04-19,2020-04-25
10530,164,316,397,2023-11-15,2023-11-20
10531,324,302,395,2021-01-27,2021-01-28
10532,495,341,455,2025-04-20,2025-04-23
10533,755,312,370,2020-06-29,2020-07-04
10534,139,330,469,2023-07-12,2023-07-22
10535,261,334,497,2024-07-22,2024-07-26
10536,825,326,495,2023-05-06,2023-05-10
10537,706,320,217,2023-12-29,2024-01-07
10538,862,326,396,2022-02-19,2022-02-23
10539,372,346,201,2025-05-08,2025-05-14
10540,971,333,234,2025-02-22,2025-02-24
10541,222,306,228,2025-07-13,2025-07-22
10542,604,312,375,2023-12-21,2023-12-24
10543,247,337,301,2021-10-24,2021-10-30
10544,731,308,303,2022-03-31,2022-04-08
10545,491,326,367,2025-02-01,2025-02-09
10546,587,340,301,2024-03-04,2024-03-06
10547,352,301,311,2024-06-27,2024-07-01
10548,479,340,238,2024-02-24,2024-03-05
10549,43,314,470,2020-03-11,2020-03-13
10550,961,328,392,2019-11-20,2019-11-24
10551,74,335,410,2019-11-20,2019-11-28
10552,22,328,391,2023-12-20,2023-12-22
10553,145,314,429,2025-02-12,2025-02-18
10554,90,321,469,2025-06-26,2025-07-04
10555,617,319,432,2023-11-02,2023-11-03
10556,595,325,380,2023-12-26,2023-12-31
10557,329,341,454,2023-07-05,2023-07-10
10558,427,348,204,2024-01-01,2024-01-03
10559,857,329,435,2021-07-10,2021-07-15
10560,611,345,300,2020-12-12,2020-12-22
10561,302,320,364,2020-07-21,2020-07-30
10562,492,337,252,2023-05-15,2023-05-23
10563,322,313,427,2023-01-12,2023-01-19
10564,468,309,302,2021-11-20,2021-11-24
10565,441,349,351,2021-08-03,2021-08-08
10566,547,323,458,2024-02-01,2024-02-08
10567,708,323,208,2024-06-03,2024-06-04
10568,896,303,264,2020-08-08,2020-08-15
10569,613,313,393,2024-11-29,2024-12-05
10570,860,333,209,2021-06-25,2021-06-26
10571,371,310,494,2021-07-24,2021-07-27
10572,816,312,400,2020-05-31,2020-06-08
10573,674,348,488,2023-02-22,2023-03-02
10574,503,343,394,2023-04-05,2023-04-12
10575,522,350,476,2025-07-10,2025-07-19
10576,206,319,456,2021-07-18,2021-07-28
10577,17,303,304,2024-12-21,2024-12-27
10578,58,334,447,2023-11-11,2023-11-14
10579,393,306,407,2020-04-06,2020-04-08
10580,780,316,269,2024-02-10,2024-02-16
10581,201,337,405,2022-05-24,2022-05-26
10582,636,302,277,2025-01-02,2025-01-04
10583,220,346,233,2021-07-30,2021-08-07
10584,716,304,432,2023-09-15,2023-09-21
10585,622,312,237,2024-06-08,2024-06-17
10586,338,350,385,2023-02-10,2023-02-20
10587,538,342,471,2024-09-07,2024-09-14
10588,538,334,333,2024-09-29,2024-10-04
10589,11,325,277,2022-03-07,2022-03-11
10590,582,333,296,2025-05-19,2025-05-22
10591,954,339,218,2025-08-03,2025-08-08
10592,722,324,432,2023-07-01,2023-07-02
10593,828,304,306,2020-12-27,2020-12-28
10594,942,335,450,2021-06-06,2021-06-13
10595,206,329,387,2022-12-20,2022-12-29
10596,560,346,240,2020-05-12,2020-05-13
10597,224,336,217,2025-08-21,2025-08-30
10598,769,343,460,2024-12-05,2024-12-11
10599,509,324,432,2023-06-13,2023-06-17
10600,269,310,317,2023-08-09,2023-08-13
10601,804,303,365,2024-01-19,2024-01-25
10602,933,318,325,2020-06-09,2020-06-12
10603,279,319,214,2022-01-08,2022-01-12
10604,160,330,380,2020-02-28,2020-03-02
10605,738,307,392,2024-10-22,2024-10-31
10606,531,302,405,2025-04-24,2025-04-26
